Unnamed: 0,country,admin_code,admin_name,centx,centy,year_month,year,month,fews_ipc,fews_ha,fews_proj_near,fews_proj_near_ha,fews_proj_med,fews_proj_med_ha,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,acled_count,acled_fatalities,p_staple_food,area,cropland_pct,pop,ruggedness_mean,pasture_pct,date,timestamp
31362,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_07,2013,7,1,0,1,0,1,0,0.6219681,97.24674,74.15171,18.0698,19.76039,-2.55779,0,0,1.89608767404053,8986.34,24.70564,1205829,89318.88,80.24771,2013-07-01,1372636800
31363,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_08,2013,8,,,,,,,0.7062551,99.23094,63.04664,4.377343,27.13731,-0.4593787,0,0,1.93060422385765,8986.34,24.70564,1205829,89318.88,80.24771,2013-08-01,1375315200
31364,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_09,2013,9,,,,,,,0.7382057,99.77046,31.95781,-8.053163,30.02367,-0.9086663,0,0,1.95692971692916,8986.34,24.70564,1205829,89318.88,80.24771,2013-09-01,1377993600
31365,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_10,2013,10,1,0,1,0,1,0,0.7106142,103.8157,21.95068,1.230345,27.61318,2.665449,0,0,1.93129976566839,8986.34,24.70564,1205829,89318.88,80.24771,2013-10-01,1380585600
31366,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_11,2013,11,,,,,,,0.616787,105.0008,6.718404,3.038346,18.70948,3.081668,0,0,1.89058555567395,8986.34,24.70564,1205829,89318.88,80.24771,2013-11-01,1383264000
31367,Ethiopia,705,Awi/Agew,36.59705,11.18992,2013_12,2013,12,,,,,,,0.4747224,104.4418,0.7929033,-0.5578911,8.357502,1.080722,0,0,1.8391303448225,8986.34,24.70564,1205829,89318.88,80.24771,2013-12-01,1385856000
31368,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_01,2014,1,1,0,1,0,1,0,0.3667415,99.9118,0.8874865,-0.2483121,5.262772,0.1486166,0,0,1.8203055108829,8986.34,24.70564,1228522,89318.88,80.24771,2014-01-01,1388534400
31369,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_02,2014,2,,,,,,,0.3141384,100.0614,1.449244,-0.3888415,4.105853,1.100693,0,0,1.78470829322022,8986.34,24.70564,1228522,89318.88,80.24771,2014-02-01,1391212800
31370,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_03,2014,3,,,,,,,0.3423958,114.3792,12.48754,8.813902,5.698452,3.004252,0,0,1.79657774873606,8986.34,24.70564,1228522,89318.88,80.24771,2014-03-01,1393632000
31371,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_04,2014,4,1,0,1,0,1,0,0.4218202,132.6388,15.44941,8.499681,7.846724,4.63649,0,0,1.83934221827115,8986.34,24.70564,1228522,89318.88,80.24771,2014-04-01,1396310400
31372,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_05,2014,5,,,,,,,0.5892817,138.0883,37.0101,14.23285,15.2492,8.108172,0,0,1.89606053629795,8986.34,24.70564,1228522,89318.88,80.24771,2014-05-01,1398902400
31373,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_06,2014,6,,,,,,,0.6234776,108.7408,35.75848,-4.214411,20.06292,4.417439,0,0,1.9267634650858,8986.34,24.70564,1228522,89318.88,80.24771,2014-06-01,1401580800
31374,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_07,2014,7,1,0,1,0,1,0,0.5602439,87.59597,48.64346,-7.438448,20.11348,-2.204696,0,0,1.95970220744146,8986.34,24.70564,1228522,89318.88,80.24771,2014-07-01,1404172800
31375,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_08,2014,8,,,,,,,0.6710189,94.28015,51.18281,-7.486496,23.555,-4.041682,0,0,1.96853837630831,8986.34,24.70564,1228522,89318.88,80.24771,2014-08-01,1406851200
31376,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_09,2014,9,,,,,,,0.7208065,97.41891,49.00297,8.991996,29.03794,-1.894404,0,0,1.94162384725722,8986.34,24.70564,1228522,89318.88,80.24771,2014-09-01,1409529600
31377,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_10,2014,10,1,0,1,0,1,0,0.670873,98.00977,25.99717,5.276839,24.96399,0.0162513,0,0,1.9019125126194,8986.34,24.70564,1228522,89318.88,80.24771,2014-10-01,1412121600
31378,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_11,2014,11,,,,,,,0.5821974,99.11237,2.393417,-1.286641,16.77639,1.148579,0,0,1.87567230041131,8986.34,24.70564,1228522,89318.88,80.24771,2014-11-01,1414800000
31379,Ethiopia,705,Awi/Agew,36.59705,11.18992,2014_12,2014,12,,,,,,,0.4454456,98.00075,1.332634,-0.01816019,8.211393,0.934613,0,0,1.80926692142503,8986.34,24.70564,1228522,89318.88,80.24771,2014-12-01,1417392000
31380,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_01,2015,1,1,0,1,0,1,0,0.3720196,101.3497,1.129417,-0.006381302,5.656751,0.5425953,0,0,1.80233318060051,8986.34,24.70564,1251215,89318.88,80.24771,2015-01-01,1420070400
31381,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_02,2015,2,,,,,,,0.3135278,99.86696,2.603661,0.7655752,2.910251,-0.09490839,0,0,1.78657505240083,8986.34,24.70564,1251215,89318.88,80.24771,2015-02-01,1422748800
31382,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_03,2015,3,,,,,,,0.3057738,102.1455,3.203204,-0.4704306,2.656831,-0.03737029,0,0,1.81632360940482,8986.34,24.70564,1251215,89318.88,80.24771,2015-03-01,1425168000
31383,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_04,2015,4,1,0,1,0,1,0,0.2970181,93.39556,4.40391,-2.545821,2.234953,-0.9752803,0,0,1.82586682110161,8986.34,24.70564,1251215,89318.88,80.24771,2015-04-01,1427846400
31384,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_05,2015,5,,,,,,,0.4687613,109.8463,27.00133,4.22408,7.992031,0.8509986,0,0,1.87988302460042,8986.34,24.70564,1251215,89318.88,80.24771,2015-05-01,1430438400
31385,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_06,2015,6,,,,,,,0.6306828,109.9974,32.02767,-7.945216,17.55951,1.91402,0,0,1.94349988114494,8986.34,24.70564,1251215,89318.88,80.24771,2015-06-01,1433116800
31386,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_07,2015,7,1,0,1,0,1,0,0.7078318,110.6718,52.28448,-3.797427,22.02983,-0.2883479,0,0,1.97547955830604,8986.34,24.70564,1251215,89318.88,80.24771,2015-07-01,1435708800
31387,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_08,2015,8,,,,,,,0.7542426,105.9733,54.42349,-4.245814,31.51264,3.915953,0,0,2.00705846641782,8986.34,24.70564,1251215,89318.88,80.24771,2015-08-01,1438387200
31388,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_09,2015,9,,,,,,,0.7432817,100.4565,54.77827,14.76729,31.37607,0.4437294,0,0,1.98416259110342,8986.34,24.70564,1251215,89318.88,80.24771,2015-09-01,1441065600
31389,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_10,2015,10,1,0,1,0,1,0,0.7177184,104.8536,19.00672,-1.713611,26.00414,1.056404,0,0,1.95653013189153,8986.34,24.70564,1251215,89318.88,80.24771,2015-10-01,1443657600
31390,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_11,2015,11,,,,,,,0.6053202,103.0488,7.793961,4.113903,16.97782,1.350004,0,0,1.86527334756288,8986.34,24.70564,1251215,89318.88,80.24771,2015-11-01,1446336000
31391,Ethiopia,705,Awi/Agew,36.59705,11.18992,2015_12,2015,12,,,,,,,0.4936975,108.6165,1.964847,0.6140527,10.74887,3.472093,0,0,1.84569543792158,8986.34,24.70564,1251215,89318.88,80.24771,2015-12-01,1448928000
31392,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_01,2016,1,,,,,,,0.3914236,106.636,1.063009,-0.07278947,6.576548,1.462393,0,0,1.83721418107933,8986.34,24.70564,1273981,89318.88,80.24771,2016-01-01,1451606400
31393,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_02,2016,2,1,0,1,0,1,0,0.3228318,102.8305,2.239714,0.4016283,3.565834,0.5606741,0,0,1.84133525672213,8986.34,24.70564,1273981,89318.88,80.24771,2016-02-01,1454284800
31394,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_03,2016,3,,,,,,,0.3089701,103.2132,3.688724,0.0150897,2.630189,-0.06401171,0,0,1.81800251656883,8986.34,24.70564,1273981,89318.88,80.24771,2016-03-01,1456790400
31395,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_04,2016,4,,,,,,,0.3079914,96.84602,4.086627,-2.863104,3.051584,-0.1586501,0,0,1.86809417694792,8986.34,24.70564,1273981,89318.88,80.24771,2016-04-01,1459468800
31396,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_05,2016,5,,,,,,,0.5042241,118.1565,37.472,14.69475,12.7844,5.643368,0,0,1.9174002908141,8986.34,24.70564,1273981,89318.88,80.24771,2016-05-01,1462060800
31397,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_06,2016,6,1,0,1,0,1,0,0.5791245,101.0051,34.06852,-5.904367,17.43881,1.793326,0,0,1.97314097388451,8986.34,24.70564,1273981,89318.88,80.24771,2016-06-01,1464739200
31398,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_07,2016,7,,,,,,,0.6451239,100.8672,57.18734,1.105429,22.72714,0.4089631,0,0,1.96090756400154,8986.34,24.70564,1273981,89318.88,80.24771,2016-07-01,1467331200
31399,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_08,2016,8,,,,,,,0.7338482,103.1078,53.99559,-4.673708,28.01625,0.4195643,0,0,1.97982451944959,8986.34,24.70564,1273981,89318.88,80.24771,2016-08-01,1470009600
31400,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_09,2016,9,,,,,,,0.7518476,101.6142,34.26226,-5.748715,30.77847,-0.1538692,0,0,1.96771263006028,8986.34,24.70564,1273981,89318.88,80.24771,2016-09-01,1472688000
31401,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_10,2016,10,1,0,1,0,1,0,0.6574892,96.0545,21.55709,0.8367632,24.10894,-0.8387904,0,0,1.89959661874375,8986.34,24.70564,1273981,89318.88,80.24771,2016-10-01,1475280000
31402,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_11,2016,11,,,,,,,0.5180749,88.19627,1.212149,-2.467909,12.88618,-2.741636,0,0,1.87633131597271,8986.34,24.70564,1273981,89318.88,80.24771,2016-11-01,1477958400
31403,Ethiopia,705,Awi/Agew,36.59705,11.18992,2016_12,2016,12,,,,,,,0.4141518,91.11591,0.7765651,-0.5742293,6.280378,-0.9964021,1,0,1.84569586443427,8986.34,24.70564,1273981,89318.88,80.24771,2016-12-01,1480550400
31404,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_01,2017,1,,,,,,,0.3402627,92.69815,0.9654444,-0.1703541,3.562939,-1.551216,0,0,1.80170428087316,8986.34,24.70564,1296747,89318.88,80.24771,2017-01-01,1483228800
31405,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_02,2017,2,1,0,1,0,1,0,0.3339238,106.3636,4.752351,2.914266,4.888602,1.883442,0,0,1.81954380123962,8986.34,24.70564,1296747,89318.88,80.24771,2017-02-01,1485907200
31406,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_03,2017,3,,,,,,,0.3201628,106.9522,2.454844,-1.218791,3.294034,0.5998327,0,0,1.84105240801769,8986.34,24.70564,1296747,89318.88,80.24771,2017-03-01,1488326400
31407,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_04,2017,4,,,,,,,0.3591143,112.9213,16.27802,9.328289,3.837043,0.6268088,0,0,1.88902266411275,8986.34,24.70564,1296747,89318.88,80.24771,2017-04-01,1491004800
31408,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_05,2017,5,,,,,,,0.5493614,128.7336,28.29539,5.518139,12.24891,5.107875,0,0,1.93868056417601,8986.34,24.70564,1296747,89318.88,80.24771,2017-05-01,1493596800
31409,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_06,2017,6,1,0,1,0,1,0,0.637972,111.2687,50.83129,10.8584,20.57448,4.928992,0,0,2.0014201543063,8986.34,24.70564,1296747,89318.88,80.24771,2017-06-01,1496275200
31410,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_07,2017,7,,,,,,,0.6860214,107.2617,69.27718,13.19527,21.1299,-1.188278,0,0,2.04555378891501,8986.34,24.70564,1296747,89318.88,80.24771,2017-07-01,1498867200
31411,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_08,2017,8,,,,,,,0.6820653,95.83219,65.79254,7.123238,23.44718,-4.149502,0,0,2.07231574754621,8986.34,24.70564,1296747,89318.88,80.24771,2017-08-01,1501545600
31412,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_09,2017,9,,,,,,,0.7619296,102.9768,46.71051,6.699538,29.77138,-1.160961,0,0,2.08692340284155,8986.34,24.70564,1296747,89318.88,80.24771,2017-09-01,1504224000
31413,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_10,2017,10,1,0,1,0,1,0,0.7077488,103.3971,23.10406,2.38373,27.47531,2.527577,0,0,2.05768387099093,8986.34,24.70564,1296747,89318.88,80.24771,2017-10-01,1506816000
31414,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_11,2017,11,,,,,,,0.6117044,104.1356,3.938114,0.2580562,17.17935,1.551538,0,0,2.05400087253601,8986.34,24.70564,1296747,89318.88,80.24771,2017-11-01,1509494400
31415,Ethiopia,705,Awi/Agew,36.59705,11.18992,2017_12,2017,12,,,,,,,0.4732447,104.1167,0.8515393,-0.4992551,7.483448,0.2066682,0,0,2.03979773840817,8986.34,24.70564,1296747,89318.88,80.24771,2017-12-01,1512086400
31416,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_01,2018,1,,,,,,,0.3853329,104.9767,0.9323433,-0.2034553,5.673227,0.5590712,0,0,2.0268860807302,8986.34,24.70564,1319514,89318.88,80.24771,2018-01-01,1514764800
31417,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_02,2018,2,1,0,1,0,1,0,0.3457422,110.1281,2.558587,0.7205012,3.462986,0.4578258,0,0,2.04461961300457,8986.34,24.70564,1319514,89318.88,80.24771,2018-02-01,1517443200
31418,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_03,2018,3,,,,,,,0.3118079,104.1612,4.706152,1.032517,2.928322,0.2341212,0,0,2.06632764930358,8986.34,24.70564,1319514,89318.88,80.24771,2018-03-01,1519862400
31419,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_04,2018,4,,,,,,,0.3281901,103.1974,3.80581,-3.143921,2.626912,-0.5833214,0,0,2.12680771758479,8986.34,24.70564,1319514,89318.88,80.24771,2018-04-01,1522540800
31420,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_05,2018,5,,,,,,,0.4290798,100.5477,22.90897,0.1317204,6.364874,-0.7761584,0,0,2.17980166959096,8986.34,24.70564,1319514,89318.88,80.24771,2018-05-01,1525132800
31421,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_06,2018,6,1,0,1,0,1,0,0.5843355,101.914,39.70744,-0.2654529,14.82957,-0.815916,0,0,2.21872868110593,8986.34,24.70564,1319514,89318.88,80.24771,2018-06-01,1527811200
31422,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_07,2018,7,,,,,,,0.6643094,103.8669,52.01912,-4.062789,22.66977,0.3515935,2,0,2.23322724774387,8986.34,24.70564,1319514,89318.88,80.24771,2018-07-01,1530403200
31423,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_08,2018,8,,,,,,,0.7520878,105.6706,55.12357,-3.545731,26.51637,-1.080319,0,0,2.27489618699643,8986.34,24.70564,1319514,89318.88,80.24771,2018-08-01,1533081600
31424,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_09,2018,9,,,,,,,0.7571856,102.3356,41.32519,1.31422,31.31547,0.3831269,0,0,2.22386465821363,8986.34,24.70564,1319514,89318.88,80.24771,2018-09-01,1535760000
31425,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_10,2018,10,1,0,1,0,1,0,0.7109708,103.8678,18.74373,-1.976606,26.06348,1.11575,0,0,2.15641448515896,8986.34,24.70564,1319514,89318.88,80.24771,2018-10-01,1538352000
31426,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_11,2018,11,,,,,,,0.6445073,109.7199,7.246967,3.566908,18.17511,2.547299,0,0,2.11979093121026,8986.34,24.70564,1319514,89318.88,80.24771,2018-11-01,1541030400
31427,Ethiopia,705,Awi/Agew,36.59705,11.18992,2018_12,2018,12,,,,,,,0.5135955,112.9941,1.625782,0.2749875,8.446316,1.169536,0,0,2.08294696730502,8986.34,24.70564,1319514,89318.88,80.24771,2018-12-01,1543622400
31428,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_01,2019,1,,,,,,,0.4042312,110.1252,1.028899,-0.1068998,5.063581,-0.05057486,0,0,2.05973120389196,8986.34,24.70564,1342280,89318.88,80.24771,2019-01-01,1546300800
31429,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_02,2019,2,1,0,1,0,1,0,0.343753,109.4945,1.916526,0.07844023,4.009986,1.004826,0,0,2.02108679212022,8986.34,24.70564,1342280,89318.88,80.24771,2019-02-01,1548979200
31430,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_03,2019,3,,,,,,,0.3345413,111.7554,3.634603,-0.03803075,3.324756,0.6267745,0,0,2.02449654263263,8986.34,24.70564,1342280,89318.88,80.24771,2019-03-01,1551398400
31431,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_04,2019,4,,,,,,,0.34665228682046,108.884797958276,5.91561987826505,-1.03411088000569,4.1912009339607,0.954387381186756,0,0,2.05051540686829,8986.34,24.70564,1342280,89318.88,80.24771,2019-04-01,1554076800
31432,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_05,2019,5,,,,,,,0.393318718829841,92.1676419523114,16.6207206737362,-6.15652623166702,5.13628892087054,-2.00474359677341,2,72,2.1025349139786,8986.34,24.70564,1342280,89318.88,80.24771,2019-05-01,1556668800
31433,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_06,2019,6,1,0,1,0,1,0,0.590897616734688,103.058499122434,46.3696806298655,6.3967910410151,17.5414420118589,1.89595633029059,0,0,2.11596518574329,8986.34,24.70564,1342280,89318.88,80.24771,2019-06-01,1559347200
31434,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_07,2019,7,,,,,,,0.589064515146486,92.1021643843291,48.6222253969935,-7.45968439193991,20.3980518247947,-1.92012790395736,0,0,2.15036834492612,8986.34,24.70564,1342280,89318.88,80.24771,2019-07-01,1561939200
31435,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_08,2019,8,,,,,,,0.715281738896885,100.499204884975,52.6370743544935,-6.03222664792442,30.3530608581984,2.75637651850979,0,0,2.16879127237288,8986.34,24.70564,1342280,89318.88,80.24771,2019-08-01,1564617600
31436,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_09,2019,9,,,,,,,0.741162801104334,100.170120556077,42.8450569975922,2.83408445737156,31.1994928786878,0.267153463966984,0,0,2.13357033811719,8986.34,24.70564,1342280,89318.88,80.24771,2019-09-01,1567296000
31437,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_10,2019,10,1,0,1,0,1,0,0.702077437232394,102.56852355101,28.4868249482575,7.76649328576028,30.0872909931361,5.13955656323234,0,0,2.07920531440978,8986.34,24.70564,1342280,89318.88,80.24771,2019-10-01,1569888000
31438,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_11,2019,11,,,,,,,0.632648662951831,107.701118726932,6.72719541283705,3.04713712659711,20.851709380894,5.2238966627639,0,0,2.03524655888927,8986.34,24.70564,1342280,89318.88,80.24771,2019-11-01,1572566400
31439,Ethiopia,705,Awi/Agew,36.59705,11.18992,2019_12,2019,12,,,,,,,0.544528799972225,119.799649201228,3.75528976935506,2.40449534274214,12.7480427891769,5.47126254631659,0,0,2.0093746130358,8986.34,24.70564,1342280,89318.88,80.24771,2019-12-01,1575158400
31440,Ethiopia,705,Awi/Agew,36.59705,11.18992,2020_01,2020,1,,,,,,,0.459188383407143,125.097212176715,1.08764287978483,-0.045414680952111,9.42106216234788,4.30690652843421,0,0,1.95013752657839,8986.34,24.70564,1370659.85321,89318.88,80.24771,2020-01-01,1577836800
31441,Ethiopia,705,Awi/Agew,36.59705,11.18992,2020_02,2020,2,1,0,1,0,1,0,0.375041733696066,119.460779978256,1.51705129797238,-0.323045378238564,5.83114970132264,2.82598996609373,0,0,1.95203025166387,8986.34,24.70564,1370659.85321,89318.88,80.24771,2020-02-01,1580515200
